st_teff,st_rad,st_met
6292.0,1.276,0.16
5187.0,0.79,-0.02
5710.0,1.892,0.215
6014.0,1.433,-0.02
5660.5,1.22,-0.02
3551.0,0.475,-0.13
6015.0,1.29,0.098
4780.0,0.703,0.24
5957.0,0.937,-0.08
5960.0,1.334,0.12
5659.0,1.619,0.29
5765.0,0.93,-0.39
5815.0,0.992,0.12
5884.0,1.5,0.07
5966.0,1.248,0.027
6081.0,1.263,-0.02
5392.0,0.893,0.02
4620.0,0.71,-0.02
5712.0,1.082,0.1
5251.0,0.817,0.21
5605.0,0.95,0.1
5596.0,0.758,-0.02
3978.0,0.649,0.19
4545.43,0.713599,-0.02
3748.0,0.5128,0.154
6248.0,0.886,-0.5
4995.0,0.781,0.34
5616.0,1.2,0.4
6241.0,0.998,-0.48
5289.0,0.98,0.24
5933.0,0.861,-0.28
5596.0,1.01,-0.02
3806.0,0.5,-0.06
6220.0,1.453,-0.02
5524.0,0.89,0.0
3476.0,0.47,0.18
5609.0,0.755,-0.42
6139.95,1.8109,-0.02
5600.0,0.954,0.15
4817.31,0.789834,-0.02
6011.0,1.409,-0.3
5430.0,1.902,0.16
5588.0,1.467,-0.1
5838.0,1.065474,0.03
6900.0,1.91,-0.1
5063.0,0.785,0.04
5949.0,1.09,0.05
5592.0,0.953,0.16
5162.0,0.795,0.06
4944.0,0.824284,-0.02
5201.0,0.834,0.36
4316.0,0.651,-0.23
3903.0,0.54,-0.07
5489.0,0.892097,0.07
5100.0,0.84,0.27
6200.0,1.95,0.0
5530.0,0.95,-0.09
6190.0,1.659,-0.06
5414.0,0.805,0.12
6412.0,1.04,-0.3
5982.0,0.96,-0.04
5420.0,0.871,-0.06
6072.0,1.01,-0.3
5461.0,0.85,-0.02
6129.0,1.108,-0.02
4993.0,0.797,-0.02
5771.0,1.382,-0.3
6010.0,1.13,0.03
6590.0,1.83,-0.02
5800.0,1.567,0.34
5861.0,1.543,0.06
4683.0,0.701795,-0.02
5611.0,1.791,0.02
4942.0,0.769722,0.14
5914.0,1.146,0.16
3387.0,0.3,-0.09
5642.0,1.79,-0.02
5693.0,0.856,-0.08
4803.0,0.737189,-0.02
5495.0,0.92,-0.02
5387.0,0.940037,-0.02
5642.0,1.05,-0.26
5599.0,1.03,0.23
5609.0,1.78598,-0.02
4523.0,0.643,-0.18
4859.0,0.651,-0.52
5684.0,1.112,-0.22
3943.0,0.63072,-0.02
4360.11,0.825257,-0.02
6915.0,1.448,0.02
5980.0,1.174,0.13
4166.0,0.54,-0.02
3331.0,0.374,0.28
5400.0,0.937,0.24
6144.0,1.393,-0.3
4948.0,0.816,0.14
6197.21,1.64162,0.1278
3420.0,0.36,-0.1
5121.0,0.809,-0.02
5929.0,1.069,0.14
5596.0,0.5573,-0.02
5596.0,0.984,0.37
5428.0,0.86416,0.15
5841.0,0.88,-0.02
5858.0,0.963,0.1
5557.0,1.151,0.14
6340.0,1.393,-0.38
5595.0,1.001,-0.02
6126.0,1.079,-0.3
6379.0,1.111,-0.3
5055.0,0.731,-0.02
6014.0,0.993,0.07
5762.0,1.06,0.06
6215.0,1.57,0.28
6192.0,1.576,-0.02
5748.0,1.133,-0.02
5693.0,0.875,-0.11
5745.0,0.97,0.0
5548.0,1.793,0.12
2566.0,0.1192,-0.02
6206.0,1.634,0.216
5641.0,0.961,-0.02
5326.0,0.877,0.051
6229.0,1.204,0.15
7175.0,1.433,-0.02
5025.77,0.801736,-0.02
5013.7,0.77,-0.02
4008.0,0.657,-0.02
5156.16,0.854084,-0.02
5279.0,0.8,-0.07
4992.0,0.76,-0.02
6000.0,1.12,-0.01
4201.0,0.75,-0.02
5749.0,0.97,0.074
3701.0,0.492584,-0.02
6302.0,1.511,-0.06
4458.0,0.658,-0.16
5638.0,0.83,-0.02
4760.0,0.76,-0.02
5255.0,0.776,-0.02
5382.0,0.818403,-0.07
5878.6,1.24,-0.02
6735.0,1.604,-0.22
5727.0,1.09,-0.02
6260.0,1.64,-0.02
5912.0,1.094,-0.14
6282.0,1.549,-0.4
5919.0,1.171,0.18
3578.0,0.382,-0.051
5814.0,0.881,-0.18
4837.0,0.731146,-0.02
5837.0,1.02,0.06
6791.0,0.92,-0.02
4621.0,0.650657,-0.26
6257.0,1.186,0.18
5957.0,1.051,-0.34
6120.0,1.19,0.14
6017.1,1.05,-0.02
5596.0,0.8,-0.02
6361.0,1.1,-0.02
4224.0,0.603,-0.2
5648.0,0.94,-0.02
5018.0,0.676,-0.02
5938.0,0.92,-0.02
4188.0,0.59,-0.22
5159.0,0.850729,-0.02
5148.0,0.79,0.0
5987.0,1.03,0.1
5900.0,1.1,-0.02
6528.0,1.155,-0.16
5672.0,1.204,0.2
5133.0,0.8377,0.287
5900.0,1.14,-0.04
6100.0,1.083,-0.12
6209.0,1.62,-0.02
4800.0,4.1,0.1
6040.0,1.19,-0.01
6046.0,1.023,-0.14
3794.0,0.63,0.52
6012.0,1.048,-0.02
3281.0,0.32,-0.02
5740.0,1.59,0.0
5596.0,0.92,-0.02
5211.36,0.832631,-0.02
5900.0,0.9,-0.02
5418.77,1.00145,-0.02
5568.0,0.966,-0.04
5596.0,0.773,-0.02
4970.0,1.32,-0.02
3459.0,0.37,-0.01
6480.0,1.38,-0.03
5596.0,1.85,-0.02
6153.0,1.62,0.26
5596.0,0.92,-0.02
4400.0,0.588,-0.03
5275.0,0.787,0.0
5675.0,1.042,-0.18
5596.0,1.09,-0.02
5569.0,0.868889,-0.06
3317.0,0.3243,-0.15
6127.0,1.637,-0.12
5693.0,0.802,-0.3
6418.0,2.31,-0.02
6580.0,1.75,-0.02
5936.0,1.084,-0.06
6341.0,1.033,-0.24
6535.0,1.283,0.21
4608.0,0.716,0.02
5453.0,0.995,0.302
6104.0,1.225,-0.2
4540.0,0.678,0.04
4746.0,0.675,-0.02
5238.0,0.851,-0.08
6237.0,1.683,-0.22
5988.0,1.3,0.24
5617.0,1.032,-0.02
5986.0,1.04,-0.02
6260.0,1.235,-0.02
6255.0,1.681,-0.02
5185.0,0.91,0.16
6190.0,1.17,0.05
4633.87,0.630715,-0.02
5918.0,1.068,-0.22
5112.0,0.726,-0.2
5920.0,1.09,-0.06
5874.0,1.10649,-0.02
6073.0,1.135,0.2
5755.0,1.549,0.24
4861.0,0.75,0.07
4950.0,0.745,0.07
4987.0,0.768,0.12
6225.0,1.009,-0.18
6430.0,1.625,0.19
5863.0,0.92,-0.02
6045.0,1.231,0.12
5596.0,0.628,-0.02
6418.0,1.171,0.07
5910.0,0.94,-0.02
5683.0,1.472,0.1
4508.0,0.6701,-0.059
6313.0,1.25,-0.02
6490.0,1.307,0.16
4773.0,0.689,-0.02
5941.0,1.925,0.164
3352.0,0.325635,-0.02
5316.0,0.719,-0.38
5998.0,1.18,-0.02
6327.0,1.88,-0.02
5768.0,1.344,-0.39
6210.0,1.1,-0.02
5596.0,1.18,-0.02
5596.0,0.778,-0.32
6220.0,1.328,0.02
4868.61,0.69,-0.02
5520.0,0.904,0.08
5661.0,1.008,0.1
5002.0,0.753,-0.18
5508.0,0.88,0.11
4396.27,0.713832,-0.02
6538.0,1.21,-0.02
5596.0,0.936,-0.02
5859.0,1.538,0.273
5608.0,1.07,0.23
5791.0,0.95,-0.05
6054.0,1.08,-0.02
3837.0,0.55,0.0
3664.0,0.539,-0.11
6429.0,1.262,-0.46
4505.0,0.658,-0.2
5741.0,0.946,0.12
5596.0,0.92,-0.02
5596.0,0.92,-0.02
5187.0,0.7622,-0.032
4811.0,0.634,-0.58
5596.0,1.525,-0.02
3748.0,0.552,0.005
6214.0,1.035,-0.36
5417.0,0.772,-0.32
4380.0,0.53,-0.92
5596.0,0.92,-0.47
5966.0,0.93,-0.02
4783.0,0.741,0.18
6178.0,2.136,-0.02
5678.0,1.303,0.2
6597.0,1.491,0.0
5956.0,0.92,-0.02
8039.0,1.6008,-0.02
4678.0,0.709927,-0.02
5609.0,0.9662,-0.02
4799.0,1.818,0.56
6106.0,1.359,-0.02
6292.0,1.07,-0.02
5093.0,0.69,-0.02
5381.0,0.848,-0.01
5713.0,0.99,-0.1
5131.0,0.798574,0.06
5007.0,0.783,-0.033
3983.0,0.54,-0.2
5742.0,1.7,0.38
6370.0,1.56,0.045
5216.0,0.81,0.03
5725.0,1.09,0.07
4636.0,0.647947,-0.29
3466.0,0.420908,-0.02
6102.0,0.887,-0.38
3390.0,0.348,0.3
5480.8,1.02,-0.02
5257.0,0.97,-0.02
5508.0,0.84,0.07
5052.0,0.816,0.02
4261.0,0.633,-0.06
4505.0,0.658,-0.2
5442.0,0.974,0.1
4873.0,0.796,0.32
5214.0,0.98,-0.02
5895.0,2.014,0.14
6442.0,2.554,0.232
5069.0,0.74,-0.19
6264.0,1.019,-0.24
4421.0,0.573,-0.02
6036.0,2.07,0.14
4780.0,0.82,-0.02
5278.0,0.78,-0.27
5755.41,1.00286,-0.02
4441.0,0.546,-0.86
6009.0,1.673,-0.09
6058.0,0.867,-0.4
5223.0,0.78,0.07
3204.0,0.174,-0.02
5638.0,0.909,-0.081
4744.0,0.725,0.1
5596.0,1.508,-0.02
5680.0,1.85,-0.03
3387.0,0.379,-0.02
5396.0,0.766,-0.2
5754.0,1.537,-0.4
3452.0,0.321,0.01
5596.0,1.115,-0.02
5000.0,0.88,0.15
4894.0,0.701,-0.22
5596.0,0.92,-0.02
9540.0,1.5,0.05
5215.0,0.845,-0.06
4261.0,0.633,-0.06
5596.0,0.92,-0.02
5660.0,0.877,-0.28
5787.0,0.851,-0.18
5596.0,0.9395,-0.02
5718.0,0.995,0.12
5834.0,0.797,-0.44
4769.0,0.714,0.12
3420.0,0.36,-0.1
5900.0,1.61,0.05
5464.0,0.83,0.04
5562.0,1.25,-0.02
5494.0,0.979,-0.12
3664.0,0.539,-0.11
5634.0,1.02,-0.02
3449.0,0.468,0.0
5613.0,0.84,-0.16
5631.0,0.94,-0.02
4362.0,0.733789,-0.02
6177.0,1.31,0.35
5168.0,0.769,-0.12
6033.0,1.417,0.249
4511.0,0.65,0.0
5931.0,1.101,-0.24
5452.0,0.9,0.36
5321.0,0.858,-0.16
4766.0,0.769,0.306
4111.0,0.618173,-0.02
6446.0,1.637,-0.02
5151.0,0.86,0.17
5617.0,0.97,0.14
6400.0,1.415,0.09
6108.0,1.03,0.07
6374.0,1.38,-0.02
4705.1,0.75309,-0.02
4210.0,0.6,-0.02
4116.0,0.7,-0.205
4723.0,0.747,0.08
4684.0,0.72,-0.02
5379.0,0.78,-0.02
5331.0,0.82,-0.02
5560.5,1.61148,-0.02
5638.0,1.153,0.32
4316.0,0.662,-0.23
5865.0,1.272,0.16
5713.0,0.893,0.07
6432.0,1.3,-0.14
5714.0,1.015,0.16
5347.0,1.08,-0.02
5906.0,0.85,-0.76
5182.0,0.82,0.2
5657.0,0.911,-0.48
3871.0,0.532,0.07
6418.0,1.171,0.07
6634.0,1.77,-0.02
3517.0,0.37,-0.07
6184.0,1.29,0.02
3862.0,0.5,-0.02
5321.0,0.86,0.12
5851.0,1.409,-0.02
3225.0,0.2992,-0.03
5002.0,0.719,-0.02
5624.0,1.018,0.3
5461.0,0.924,-0.12
6327.0,1.43,0.04
5559.0,0.79,-0.64
5735.0,0.833,-0.22
5443.0,0.738,-0.38
5475.0,0.97,-0.02
6222.0,1.02,-0.02
4684.0,0.71,-0.2
5991.0,1.293,-0.2
5950.0,1.1,0.15
5866.0,0.999,0.01
5857.0,0.884,-0.02
5596.0,0.276,-0.02
5330.0,0.726,-0.32
5981.0,0.99,-0.02
4641.0,0.68,-0.12
6095.0,1.5082,-0.1
4504.0,0.72,-0.02
2566.0,0.1192,-0.02
5607.0,0.754,-0.02
5178.0,0.767,-0.02
5290.0,0.746,-0.22
5772.0,0.899,-0.22
5413.0,0.751,-0.32
5542.0,0.872,-0.08
5797.0,0.99,-0.03
5596.0,1.82,-0.02
5688.0,0.912,0.03
5908.0,1.09,-0.02
5173.0,0.939,0.26
5588.0,0.817,-0.02
5001.0,0.76,-0.03
5681.0,1.29,0.37
5424.8,0.916164,-0.02
6122.0,0.964,-0.18
5351.0,0.796,-0.04
3757.0,0.66,-0.02
5770.0,0.933,0.04
5823.0,1.072,0.18
6021.0,1.141,-0.02
4621.0,0.668,-0.24
5825.0,0.923,0.02
6178.0,1.021,-0.1
3919.0,0.611,0.33
5858.0,0.963,0.1
6353.0,1.4182,-0.018
5798.0,0.92,-0.22
5348.0,0.94,-0.15
6453.0,1.31,-0.02
5170.0,0.81,0.16
5880.0,1.026,0.0
5697.0,0.84,-0.02
4847.0,0.737,0.0
6464.0,1.12,-0.02
6000.0,1.65,0.12
5911.0,0.914,-0.1
5599.0,0.848,-0.02
4815.0,0.72,-0.1
5708.0,1.05042,-0.02
4629.0,0.67,-0.14
3954.0,0.511,-0.02
4988.0,0.766,0.1
2703.0,0.118,0.0
5853.7,1.09271,-0.02
5596.0,0.71,-0.02
5515.2,1.39,-0.02
6086.0,0.921,-0.26
4406.0,0.77,-0.02
5772.0,0.901,0.0
5883.0,1.005,0.06
4559.0,0.65,-0.02
5685.0,1.06,-0.02
6093.0,3.913,-0.18
5596.0,0.75,-0.02
5818.0,1.205,-0.02
5596.0,0.801,-0.02
5772.0,1.468,0.278
6384.0,1.16,-0.02
5436.0,0.819,0.0
6313.0,1.122,-0.12
3623.0,0.348,0.068
6197.0,1.035,-0.08
6038.0,1.191,-0.16
4796.0,0.696,-0.02
5903.0,1.156,-0.1
4200.0,0.639,-0.02
3822.0,0.49,-0.21
7490.0,2.082,0.15
5987.0,1.043,0.1
5872.0,1.993,0.27
6238.0,1.054,-0.4
6664.0,1.18444,-0.02
5922.0,1.196219,0.05
3226.0,0.2056,-0.3443
4897.0,1.826,0.24
5401.0,0.835,0.2
5806.0,1.041,-0.02
5516.0,0.94,-0.02
4975.0,0.787,0.0
5881.0,0.848,-0.66
6570.0,1.39,-0.03
5314.0,1.062,0.3
5493.0,0.8401,0.017
3506.0,0.38,-0.02
6763.0,1.424,-0.32
3809.0,0.455,-0.4
3660.0,0.509,0.1
6028.0,1.047,0.21
3575.0,0.516105,-0.02
3022.0,0.242745,-0.02
5296.38,0.85412,-0.02
5548.0,0.919053,0.26
4841.0,0.779,0.1
4500.0,0.69,-0.02
3399.8,0.49012,-0.02
5894.0,1.06,-0.02
5866.0,1.417,-0.2
3799.0,0.492,-0.2
3750.17,0.553216,-0.02
5596.0,0.92,-0.02
5596.0,0.92,-0.02
5596.0,2.378,-0.02
6071.0,1.295,-0.06
5120.0,0.784,-0.04
7204.58,1.49338,-0.02
4794.4,0.85,-0.02
5467.0,0.856,-0.14
4820.0,0.732,-0.02
4137.0,0.612,0.0
6352.33,1.31,-0.02
5465.0,0.736,-0.4
5967.0,1.333718,0.04
6223.0,2.338,0.37
3648.0,0.282,-0.048
3893.0,0.5,-0.28
6086.0,1.13,-0.02
5774.0,0.958,-0.1
4465.0,0.675,-0.02
6321.0,1.41189,-0.02
5774.0,0.818,-0.3
5990.0,1.0,0.05
5784.0,1.147,0.05
3166.0,0.194357,-0.02
6293.0,1.14586,-0.02
5730.0,1.341,0.15
5782.0,0.822,-0.3
5550.0,0.95,-0.1
4920.0,0.71,-0.02
6122.0,0.964,-0.18
5675.0,1.38,-0.02
5845.0,0.874,-0.16
3710.0,0.549,-0.02
3893.47,0.655766,-0.02
5726.0,0.979,-0.1
5914.0,0.987,-0.22
5794.0,1.01,0.02
5934.0,1.46,0.09
5950.0,1.302,0.262
5377.0,0.877585,-0.02
4898.0,0.803,0.14
5629.0,0.85,-0.02
4098.0,0.61,0.02
5327.0,0.82,-0.023
5213.0,0.78,-0.06
6112.0,1.612,-0.02
5553.0,0.81,-0.02
5845.0,1.666,-0.02
3689.0,0.514745,-0.02
5131.0,0.77,-0.02
5923.0,1.735,-0.07
5622.0,1.406,-0.4
5200.0,0.89,0.3
3285.0,0.247331,-0.02
4790.0,4.2,0.42
5753.0,1.189232,0.13
3492.0,0.442,0.08
5070.0,0.7,-0.02
6368.0,2.06072,-0.02
5596.0,0.857,-0.02
5253.0,0.82,-0.01
5650.0,0.91,-0.07
5745.88,1.1849,-0.02
5381.0,0.953,-0.02
5137.0,0.92,-0.02
5564.4,0.93,-0.02
5950.0,1.822,0.145
2320.0,0.245,-0.02
4633.87,0.630715,-0.02
5009.0,0.75,-0.11
6736.9,2.61,-0.02
5324.0,0.791,-0.04
6099.0,1.146,0.0
5759.0,1.0,-0.02
6534.0,1.9,-0.26
6167.0,1.689,-0.12
5320.0,0.848,-0.02
5339.9,0.99,-0.02
6173.0,1.03,-0.28
5553.0,1.11542,-0.02
5129.0,0.755722,-0.02
5846.29,1.25324,-0.02
5506.0,0.914,0.04
6011.2,1.13476,-0.02
6343.0,1.137,0.07
4937.0,0.762201,0.14
3930.0,0.57,-0.33
5596.0,1.197,-0.02
4343.0,0.732,-0.102
5814.0,1.08,0.196
5172.0,0.767,0.07
3586.0,0.479,-0.03
5194.0,0.769,-0.02
5567.58,1.2084,-0.02
5815.0,0.877,-0.12
5596.0,0.9757,-0.02
6768.0,1.81,0.0
5790.0,0.92,-0.12
5265.0,0.785,-0.02
5596.0,0.891,-0.02
5708.0,0.85,-0.02
5807.0,1.433,-0.02
5728.0,0.890903,-0.2
4869.0,0.77,-0.09
5148.0,0.71,-0.02
3550.0,0.45,0.23
5596.0,1.0807,-0.02
4952.0,0.76,0.03
3875.75,0.547001,-0.02
5567.0,1.7031,0.405
3837.0,0.633668,-0.02
4999.0,0.76,0.06
5977.0,1.075,-0.1
3410.0,0.345,0.0
6501.0,1.74836,-0.02
4396.0,0.76,-0.02
5654.0,1.105,-0.02
3477.0,0.493576,-0.02
5033.0,0.71,-0.09
5948.0,1.208,-0.02
4481.0,0.797,-0.02
3853.0,0.62326,-0.02
3394.0,0.615219,-0.02
4645.0,0.693766,-0.02
5674.8,1.72,-0.02
5739.0,1.62762,-0.02
5906.5,1.41293,-0.02
5941.0,1.085,0.07
5640.0,1.055,0.165
5926.0,0.963,0.07
5627.0,0.808,-0.24
5784.0,0.961,-0.038
5117.0,0.818,0.134
5619.0,0.796,-0.7
4716.0,0.689,-0.47
5880.0,1.29981,-0.02
5170.0,0.807,0.18
6212.0,2.197,0.037
3578.0,0.43,-0.03
5359.0,0.951815,-0.02
4992.0,3.79,0.04
5374.0,0.82,-0.02
6014.0,1.021,-0.04
6337.0,1.07,-0.02
6047.0,1.129,-0.08
5841.0,0.931,0.07
6728.0,1.73,-0.02
5315.91,0.848099,-0.02
6438.0,1.74,0.09
5587.0,0.96,0.268
5556.0,0.84,-0.02
5837.0,1.09,0.01
3231.0,0.213459,-0.02
5861.0,1.03,0.02
5225.0,1.01,0.07
5936.0,0.965,0.07
6168.0,0.96,-0.24
4955.0,0.721,-0.1
4225.0,0.693431,-0.02
4770.0,0.684,-0.02
5700.0,1.006,0.16
5825.0,0.965,0.21
5200.0,0.77,-0.09
5831.0,1.256,0.01
5342.0,0.992137,-0.02
5991.11,1.12506,-0.02
5307.0,0.757,-0.28
5834.0,1.01733,-0.02
6405.0,1.1,-0.02
5596.0,0.634,-0.02
5922.0,1.08,0.05
5784.0,1.147,0.05
4452.0,0.74,-0.02
4348.0,0.625,-0.351
5650.0,1.19,0.19
5499.0,0.88,0.0
5258.0,0.793,0.04
6081.0,1.66,-0.03
5704.0,0.804,-0.3
4514.0,0.639,-0.2
3655.0,0.455,-0.02
5792.0,1.005,-0.26
5582.0,1.58,-0.02
3635.0,0.41,-0.2
5602.0,1.009,0.1
4836.0,0.717,0.0
4477.0,0.72,-0.02
6046.0,0.972,-0.08
5207.0,0.82,-0.02
6721.0,1.46,-0.02
5680.0,1.016,0.12
6158.0,0.99,-0.02
5826.0,0.88,-0.02
5471.0,0.809,-0.08
5515.0,0.87,-0.08
5932.0,1.375,0.08
5403.0,0.85,0.0
3834.0,0.490737,-0.02
5798.0,1.512,0.38
6304.0,1.34004,-0.02
6280.0,1.7,0.26
2988.0,0.2134,-0.262
5267.0,1.08,-0.02
5993.0,0.986,0.07
5989.0,1.49,0.18
6400.0,1.36,0.0
6319.0,1.032,-0.22
6372.0,1.015,-0.32
4072.0,0.65,-0.02
5370.0,1.08,-0.02
6131.0,1.86,-0.15
6147.0,1.04,-0.18
5596.0,0.92,-0.02
5281.0,0.81,-0.1
5063.0,0.8441,-0.065
5918.0,0.865,-0.26
6121.0,1.291,-0.02
5831.0,1.119,0.06
4262.0,0.77,-0.02
6560.0,1.72,-0.09
5946.0,1.239,-0.257
4621.0,0.758575,-0.02
5876.0,0.89,-0.02
5280.0,0.751,-0.42
3491.0,0.464,-0.05
6051.0,1.134,0.04
6363.0,1.012,-0.32
5588.0,1.593,0.14
4684.0,0.71,-0.2
5484.0,0.92,0.23
3975.0,0.509,-0.34
5700.0,1.00957,-0.02
4975.0,0.787,0.0
5550.0,1.07,-0.02
5036.0,0.834,-0.02
5703.36,0.952319,-0.02
5936.0,1.477,0.158
6112.0,1.643,-0.02
3588.0,0.58,-0.02
6021.0,1.458,-0.34
5120.0,0.853,0.07
5873.0,0.89,-0.02
3790.0,0.465,-0.02
6071.0,1.12,-0.02
